seed,best_fitness,generation,mean_fitness,std_fitness
42,160.22064208984375,1,116.42937469482422,0.0
42,185.44601440429688,2,151.67942810058594,0.0
42,185.72640991210938,3,167.81570434570312,0.0
42,190.27703857421875,4,182.05880737304688,0.0
42,190.4479522705078,5,186.5193328857422,0.0
42,191.208740234375,6,189.90306091308594,0.0
42,192.1565704345703,7,190.8473663330078,0.0
42,192.39202880859375,8,191.66448974609375,0.0
42,192.9912872314453,9,192.09873962402344,0.0
42,193.26954650878906,10,192.44093322753906,0.0
42,193.34764099121094,11,192.88819885253906,0.0
42,193.4568634033203,12,193.15109252929688,0.0
42,193.6744384765625,13,193.31448364257812,0.0
42,193.71690368652344,14,193.43663024902344,0.0
42,193.79368591308594,15,193.54457092285156,0.0
42,193.79368591308594,16,193.64669799804688,0.0
42,193.79368591308594,17,193.64280700683594,0.0
42,193.79368591308594,18,193.6541748046875,0.0
42,193.79368591308594,19,193.65866088867188,0.0
42,193.80880737304688,20,193.67431640625,0.0
42,193.82003784179688,21,193.68307495117188,0.0
42,193.82003784179688,22,193.6642608642578,0.0
42,193.82003784179688,23,193.67193603515625,0.0
42,193.82003784179688,24,193.66909790039062,0.0
42,193.82003784179688,25,193.67996215820312,0.0
42,193.8445281982422,26,193.68467712402344,0.0
42,193.8445281982422,27,193.6952667236328,0.0
42,193.8445281982422,28,193.6779327392578,0.0
42,193.8445281982422,29,193.7149200439453,0.0
42,193.8445281982422,30,193.6962127685547,0.0
42,193.8445281982422,31,193.6744842529297,0.0
42,193.8445281982422,32,193.7145538330078,0.0
42,193.8445281982422,33,193.7229461669922,0.0
42,193.8445281982422,34,193.7078857421875,0.0
42,193.8445281982422,35,193.704833984375,0.0
42,193.8445281982422,36,193.71701049804688,0.0
42,193.8445281982422,37,193.70468139648438,0.0
42,193.8445281982422,38,193.69691467285156,0.0
42,193.8445281982422,39,193.69839477539062,0.0
42,193.8445281982422,40,193.68804931640625,0.0
42,193.8445281982422,41,193.70753479003906,0.0
42,193.8445281982422,42,193.69338989257812,0.0
42,193.8445281982422,43,193.70802307128906,0.0
42,193.8445281982422,44,193.71153259277344,0.0
42,193.8445281982422,45,193.6994171142578,0.0
42,193.8445281982422,46,193.6907501220703,0.0
42,193.8445281982422,47,193.7000732421875,0.0
42,193.8445281982422,48,193.7010040283203,0.0
42,193.8445281982422,49,193.71470642089844,0.0
