operator,cold_ms,warm_ms,compile_ms
selection,305.947772692889,0.11888211593031883,305.82889057695866
crossover,127.14866269379854,0.10543065145611763,127.04323204234242
mutation,357.800608035177,0.05262601189315319,357.74798202328384
fitness,59.66050364077091,0.13891211710870266,59.52159152366221
evolution_step,854.8592035658658,0.18946873024106026,854.6697348356247
