operator,cold_ms,warm_ms,compile_ms
selection,293.0173650383949,0.1271926797926426,292.8901723586023
crossover,124.76139096543193,0.1291514839977026,124.63223948143423
mutation,361.7319487966597,0.08034184575080872,361.6516069509089
fitness,68.30940116196871,0.2167940605431795,68.09260710142553
evolution_step,904.9353217706084,0.27110627852380276,904.6642154920846
