operator,cold_ms,warm_ms,compile_ms
selection,352.89066983386874,0.13953805901110172,352.75113177485764
crossover,129.68561332672834,0.12730448506772518,129.55830884166062
mutation,374.7129598632455,0.10911957360804081,374.60384028963745
fitness,51.762519869953394,0.1278073526918888,51.634712517261505
evolution_step,895.1273281127214,0.2503183204680681,894.8770097922534
