unroll_factor,cold_compile_ms,warm_dispatch_ms,execution_ms,total_cold_ms,total_warm_ms,steps_per_dispatch,ms_per_step
1,833.4635277744383,0.07905433885753155,0.20278804004192352,833.7453701533377,0.28184237889945507,1,0.28184237889945507
2,1575.6221866700798,0.11501493863761425,0.1066611148416996,1575.8438627235591,0.22167605347931385,2,0.11083802673965693
4,3002.0088198129088,0.12777899391949177,0.26446394622325897,3002.4010627530515,0.39224294014275074,4,0.09806073503568769
