unroll_factor,cold_compile_ms,warm_dispatch_ms,execution_ms,total_cold_ms,total_warm_ms,steps_per_dispatch,ms_per_step
1,984.5260978210717,0.08642529137432575,0.09855395182967186,984.7110770642757,0.1849792432039976,1,0.1849792432039976
2,1836.9321167469025,0.06408421322703362,0.24355202913284302,1837.2397529892623,0.30763624235987663,2,0.15381812117993832
4,3684.0924891643226,0.16490034759044647,0.2013188786804676,3684.4587083905935,0.3662192262709141,4,0.09155480656772852
8,7550.535997608677,0.04175514914095402,0.41564321145415306,7550.993395969272,0.4573983605951071,8,0.057174795074388385
16,15279.400543682277,0.15301313251256943,0.6725280545651913,15280.226084869355,0.8255411870777607,16,0.051596324192360044
32,32216.32668133825,0.08675744757056236,1.6718222759664059,32218.085261061788,1.7585797235369682,32,0.05495561636053026
