unroll_factor,cold_compile_ms,warm_dispatch_ms,execution_ms,total_cold_ms,total_warm_ms,steps_per_dispatch,ms_per_step
1,860.5075225699693,0.041312212124466896,0.20273029804229736,860.7515650801361,0.24404251016676426,1,0.24404251016676426
2,1600.9401560761034,0.06347214803099632,0.21416600793600082,1601.2177942320704,0.27763815596699715,2,0.13881907798349857
4,2784.6444671507925,0.1089779194444418,0.2650669775903225,2785.0185120478272,0.3740448970347643,4,0.09351122425869107
8,5284.5088231842965,0.043071573600172997,0.3581489436328411,5284.9100437015295,0.4012205172330141,8,0.05015256465412676
16,10580.998601252213,0.11709299869835377,0.5524647422134876,10581.668158993125,0.6695577409118414,16,0.04184735880699009
32,21320.801420416683,0.10590879246592522,1.266194973140955,21322.17352418229,1.3721037656068802,32,0.042878242675215006
