operator,cold_ms,warm_ms,compile_ms
selection,289.7085710428655,0.11356384493410587,289.5950071979314
crossover,138.6954910121858,0.1120652537792921,138.58342575840652
mutation,353.3110823482275,0.11400701478123665,353.19707533344626
fitness,59.42234583199024,0.13044532388448715,59.291900508105755
evolution_step,992.0604377985001,0.27623032219707966,991.784207476303
