operator,cold_ms,warm_ms,compile_ms
selection,295.02749908715487,0.08835680782794952,294.9391422793269
crossover,134.87266609445214,0.10711564682424068,134.7655504476279
mutation,376.7006569541991,0.11595673859119415,376.5847002156079
fitness,73.0564696714282,0.12803906574845314,72.92843060567975
evolution_step,952.6034547016025,0.2670037094503641,952.3364509921521
