run_id,engine,unroll,task,dim,pop_size,num_gens,cold_ms,warm_ms,compile_ms,ms_per_step
0,Standard_GA,4,sphere,50,64,200,4402.826,3.432,4399.395,0.0172
1,Standard_GA,4,sphere,50,64,200,4780.835,3.441,4777.393,0.0172
2,Standard_GA,4,sphere,50,64,200,4296.097,3.341,4292.756,0.0167
3,Standard_GA,4,sphere,50,64,200,4848.129,3.206,4844.923,0.0160
4,Standard_GA,4,sphere,50,64,200,4957.877,3.363,4954.514,0.0168
5,Standard_GA,4,sphere,50,64,200,5043.240,3.273,5039.967,0.0164
6,Standard_GA,4,sphere,50,64,200,4673.618,3.428,4670.190,0.0171
7,Standard_GA,4,sphere,50,64,200,4826.423,3.299,4823.124,0.0165
8,Standard_GA,4,sphere,50,64,200,4649.059,3.351,4645.708,0.0168
9,Standard_GA,4,sphere,50,64,200,4769.296,3.364,4765.931,0.0168
10,Standard_GA,4,sphere,50,64,200,4984.107,3.412,4980.695,0.0171
11,Standard_GA,4,sphere,50,64,200,4750.812,3.324,4747.489,0.0166
12,Standard_GA,4,sphere,50,64,200,5171.370,3.342,5168.029,0.0167
13,Standard_GA,4,sphere,50,64,200,4879.797,3.322,4876.475,0.0166
14,Standard_GA,4,sphere,50,64,200,4802.246,3.395,4798.851,0.0170
15,Standard_GA,4,sphere,50,64,200,4557.526,3.400,4554.126,0.0170
16,Standard_GA,4,sphere,50,64,200,4624.284,3.356,4620.927,0.0168
17,Standard_GA,4,sphere,50,64,200,4830.608,3.269,4827.339,0.0163
18,Standard_GA,4,sphere,50,64,200,4431.492,3.366,4428.126,0.0168
19,Standard_GA,4,sphere,50,64,200,4619.137,3.274,4615.863,0.0164
0,Standard_GA_Ablation,4,sphere,50,64,200,6551.482,5.166,6546.316,0.0258
1,Standard_GA_Ablation,4,sphere,50,64,200,6686.485,5.247,6681.238,0.0262
2,Standard_GA_Ablation,4,sphere,50,64,200,6267.431,5.336,6262.095,0.0267
3,Standard_GA_Ablation,4,sphere,50,64,200,6173.424,4.938,6168.486,0.0247
4,Standard_GA_Ablation,4,sphere,50,64,200,6304.559,5.080,6299.479,0.0254
5,Standard_GA_Ablation,4,sphere,50,64,200,6023.690,5.176,6018.514,0.0259
6,Standard_GA_Ablation,4,sphere,50,64,200,6880.674,5.154,6875.521,0.0258
7,Standard_GA_Ablation,4,sphere,50,64,200,6586.762,5.107,6581.655,0.0255
8,Standard_GA_Ablation,4,sphere,50,64,200,6306.485,5.258,6301.227,0.0263
9,Standard_GA_Ablation,4,sphere,50,64,200,6313.929,5.205,6308.723,0.0260
10,Standard_GA_Ablation,4,sphere,50,64,200,5835.667,5.114,5830.553,0.0256
11,Standard_GA_Ablation,4,sphere,50,64,200,6132.203,5.182,6127.021,0.0259
12,Standard_GA_Ablation,4,sphere,50,64,200,6523.171,5.258,6517.914,0.0263
13,Standard_GA_Ablation,4,sphere,50,64,200,6325.458,5.091,6320.367,0.0255
14,Standard_GA_Ablation,4,sphere,50,64,200,6179.078,5.271,6173.807,0.0264
15,Standard_GA_Ablation,4,sphere,50,64,200,6365.402,5.083,6360.319,0.0254
16,Standard_GA_Ablation,4,sphere,50,64,200,6243.622,5.211,6238.411,0.0261
17,Standard_GA_Ablation,4,sphere,50,64,200,5918.125,5.239,5912.886,0.0262
18,Standard_GA_Ablation,4,sphere,50,64,200,6178.257,5.133,6173.124,0.0257
19,Standard_GA_Ablation,4,sphere,50,64,200,6310.506,5.213,6305.293,0.0261
