seed,best_fitness,generation,mean_fitness,std_fitness
42,153.6790313720703,1,77.1836929321289,0.0
42,173.90020751953125,2,111.91604614257812,0.0
42,173.90020751953125,3,136.90945434570312,0.0
42,184.8849334716797,4,150.74456787109375,0.0
42,184.8849334716797,5,160.24127197265625,0.0
42,185.87155151367188,6,168.37347412109375,0.0
42,190.2749481201172,7,176.4267120361328,0.0
42,190.2749481201172,8,180.56761169433594,0.0
42,190.63853454589844,9,183.73765563964844,0.0
42,192.29544067382812,10,188.20433044433594,0.0
42,192.3254852294922,11,189.68226623535156,0.0
42,193.1308135986328,12,191.1981658935547,0.0
42,193.1308135986328,13,191.87767028808594,0.0
42,193.1931610107422,14,192.64675903320312,0.0
42,193.5006866455078,15,192.91929626464844,0.0
42,193.60763549804688,16,192.8828887939453,0.0
42,193.60763549804688,17,193.1521453857422,0.0
42,193.63699340820312,18,193.21299743652344,0.0
42,193.71690368652344,19,193.21937561035156,0.0
42,193.7526397705078,20,193.5341796875,0.0
42,193.8238067626953,21,193.63253784179688,0.0
42,193.8238067626953,22,193.6824951171875,0.0
42,193.840087890625,23,193.7364044189453,0.0
42,193.84988403320312,24,193.753662109375,0.0
42,193.84988403320312,25,193.8007354736328,0.0
42,193.85031127929688,26,193.81434631347656,0.0
42,193.85067749023438,27,193.820068359375,0.0
42,193.85067749023438,28,193.81802368164062,0.0
42,193.85073852539062,29,193.83030700683594,0.0
42,193.85174560546875,30,193.83609008789062,0.0
42,193.85174560546875,31,193.83363342285156,0.0
42,193.85214233398438,32,193.83901977539062,0.0
42,193.85214233398438,33,193.8357391357422,0.0
42,193.85350036621094,34,193.83851623535156,0.0
42,193.85350036621094,35,193.83944702148438,0.0
42,193.85414123535156,36,193.83642578125,0.0
42,193.85414123535156,37,193.83316040039062,0.0
42,193.85414123535156,38,193.83811950683594,0.0
42,193.85414123535156,39,193.83624267578125,0.0
42,193.8548583984375,40,193.8407440185547,0.0
42,193.85513305664062,41,193.84242248535156,0.0
42,193.8553924560547,42,193.84136962890625,0.0
42,193.8553924560547,43,193.84005737304688,0.0
42,193.8553924560547,44,193.8439483642578,0.0
42,193.8554229736328,45,193.84620666503906,0.0
42,193.85546875,46,193.84230041503906,0.0
42,193.8560791015625,47,193.84228515625,0.0
42,193.8560791015625,48,193.84255981445312,0.0
42,193.8560791015625,49,193.84510803222656,0.0
