Algorithm,Task,Dim,Pop_Size,Generations,hyperparam_mutation_rate,hyperparam_sigma,hyperparam_elite_ratio,hyperparam_crossover_rate,Mean_Fitness,Fitness_Std,Mean_GPS,Compile_Time,Mean_Exec_Time
Standard_GA_Ablation,sphere,50,128,200,0.1,0.3,0.05,0.6,268.5392700195313,39.0743562616177,12028.68282615011,1.618801679011085,0.0166269244014984
Standard_GA_Ablation,sphere,50,128,200,0.1,0.3,0.1,0.6,268.5392700195313,39.0743562616177,29708.419869834375,1.4677692099940032,0.006732098202337511
Standard_GA_Ablation,sphere,50,128,200,0.1,0.5,0.05,0.6,268.5392700195313,39.0743562616177,29867.40337281629,1.4855485089938156,0.0066962633980438115
Standard_GA_Ablation,sphere,50,128,200,0.1,0.5,0.1,0.6,268.5392700195313,39.0743562616177,12634.71017211067,1.494439906993648,0.015829409402795137
Standard_GA_Ablation,sphere,50,128,200,0.1,0.8,0.05,0.6,268.5392700195313,39.0743562616177,11772.31232196316,1.4948667330027092,0.016989015796571038
Standard_GA_Ablation,sphere,50,128,200,0.1,0.8,0.1,0.6,268.5392700195313,39.0743562616177,13634.231365837095,1.512505577004049,0.014668960400740616
Standard_GA_Ablation,sphere,50,128,200,0.3,0.3,0.05,0.6,268.5392700195313,39.0743562616177,12462.743871612129,1.4618986700079404,0.016047830402385443
Standard_GA_Ablation,sphere,50,128,200,0.3,0.3,0.1,0.6,268.5392700195313,39.0743562616177,29615.76332278059,1.5171166410000296,0.00675316039705649
Standard_GA_Ablation,sphere,50,128,200,0.3,0.5,0.05,0.6,268.5392700195313,39.0743562616177,11639.232493375564,1.562006599997403,0.017183263596962206
Standard_GA_Ablation,sphere,50,128,200,0.3,0.5,0.1,0.6,268.5392700195313,39.0743562616177,11536.276077882654,1.4951897419960005,0.017336617002729326
Standard_GA_Ablation,sphere,50,128,200,0.3,0.8,0.05,0.6,268.5392700195313,39.0743562616177,11623.543282976898,1.4882807440008037,0.017206457199063153
Standard_GA_Ablation,sphere,50,128,200,0.3,0.8,0.1,0.6,268.5392700195313,39.0743562616177,13146.693926031381,1.4796206169994548,0.01521295020065736
