Algorithm,Task,Dim,Pop_Size,Generations,hyperparam_mutation_rate,hyperparam_sigma,hyperparam_elite_ratio,hyperparam_crossover_rate,Mean_Fitness,Fitness_Std,Mean_GPS,Compile_Time,Mean_Exec_Time
Standard_GA,sphere,50,128,200,0.8,0.5,0.5,0.5,485.3296862792969,39.35403296133339,41536.15909941592,0.9343737240124028,0.004815081710403319
Standard_GA,sphere,50,128,200,0.8,0.5,0.5,0.7,485.3296862792969,39.35403296133339,41419.69088752359,0.8352173540042713,0.004828621259948704
Standard_GA,sphere,50,128,200,0.8,0.5,0.5,0.8,485.3296862792969,39.35403296133339,42269.03208252908,0.8439734439889435,0.00473159639921505
Standard_GA,sphere,50,128,200,0.8,0.5,0.5,0.9,485.3296862792969,39.35403296133339,42259.55788270059,0.8464452939806506,0.004732657179119997
Standard_GA,sphere,50,128,200,0.8,0.5,0.5,1.0,485.3296862792969,39.35403296133339,42120.19472913249,0.8445340049802326,0.004748316129262093
Standard_GA,sphere,50,128,200,0.8,0.5,0.2,0.5,485.3296862792969,39.35403296133339,41499.61033377851,1.0081769239914138,0.004819322359689977
Standard_GA,sphere,50,128,200,0.8,0.5,0.2,0.7,485.3296862792969,39.35403296133339,41108.62876566076,1.0026194480014965,0.004865158629836514
Standard_GA,sphere,50,128,200,0.8,0.5,0.2,0.8,485.3296862792969,39.35403296133339,41082.08494975777,1.0069660450099036,0.004868302089453209
Standard_GA,sphere,50,128,200,0.8,0.5,0.2,0.9,485.3296862792969,39.35403296133339,41885.92359121597,1.0178011059761047,0.004774873820424546
Standard_GA,sphere,50,128,200,0.8,0.5,0.2,1.0,485.3296862792969,39.35403296133339,41419.03141660577,1.0369634040107485,0.004828698140918277
Standard_GA,sphere,50,128,200,0.8,0.5,0.4,0.5,485.3296862792969,39.35403296133339,40532.38041456386,1.0426656699855812,0.004934326529910322
Standard_GA,sphere,50,128,200,0.8,0.5,0.4,0.7,485.3296862792969,39.35403296133339,41029.77278963698,1.0489595760009252,0.004874509079672862
Standard_GA,sphere,50,128,200,0.8,0.5,0.4,0.8,485.3296862792969,39.35403296133339,41195.4080980581,1.0199760489922483,0.004854910030844622
Standard_GA,sphere,50,128,200,0.8,0.5,0.4,0.9,485.3296862792969,39.35403296133339,41252.45948652028,1.0539413160004187,0.004848195780068636
Standard_GA,sphere,50,128,200,0.8,0.5,0.4,1.0,485.3296862792969,39.35403296133339,41312.92236253678,1.1518020489893388,0.004841100279591047
Standard_GA,sphere,50,128,200,0.8,0.5,0.3,0.5,485.3296862792969,39.35403296133339,41138.181928367376,1.0349190910055768,0.0048616635598591525
Standard_GA,sphere,50,128,200,0.8,0.5,0.3,0.7,485.3296862792969,39.35403296133339,40829.53771224848,1.0260133830015548,0.004898414510826114
Standard_GA,sphere,50,128,200,0.8,0.5,0.3,0.8,485.3296862792969,39.35403296133339,40997.341411400594,1.0258487050014082,0.004878365111362654
Standard_GA,sphere,50,128,200,0.8,0.5,0.3,0.9,485.3296862792969,39.35403296133339,41069.16247244367,0.9962775360036176,0.004869833908451256
Standard_GA,sphere,50,128,200,0.8,0.5,0.3,1.0,485.3296862792969,39.35403296133339,40667.384548207134,1.03382364398567,0.004917945971246809
Standard_GA,sphere,50,128,200,0.8,0.5,0.6,0.5,485.3296862792969,39.35403296133339,40235.99602418187,1.0926653310016263,0.004970673520292621
Standard_GA,sphere,50,128,200,0.8,0.5,0.6,0.7,485.3296862792969,39.35403296133339,40732.924553470555,1.000232248014072,0.0049100329080829395
Standard_GA,sphere,50,128,200,0.8,0.5,0.6,0.8,485.3296862792969,39.35403296133339,40851.139210239555,0.9823909660044592,0.004895824299310334
Standard_GA,sphere,50,128,200,0.8,0.5,0.6,0.9,485.3296862792969,39.35403296133339,40645.56240420635,1.029739185993094,0.004920586360967718
Standard_GA,sphere,50,128,200,0.8,0.5,0.6,1.0,485.3296862792969,39.35403296133339,40793.76633878247,1.0324701219797134,0.004902709848829545
Standard_GA,sphere,50,128,200,0.8,0.5,0.7,0.5,485.3296862792969,39.35403296133339,40783.914990213,1.0466045409848448,0.004903894097660668
Standard_GA,sphere,50,128,200,0.8,0.5,0.7,0.7,485.3296862792969,39.35403296133339,40298.66557882397,1.088919020985486,0.00496294349024538
Standard_GA,sphere,50,128,200,0.8,0.5,0.7,0.8,485.3296862792969,39.35403296133339,41004.947621438754,1.1019264990172815,0.004877460199350025
