Algorithm,Task,Dim,Pop_Size,Generations,hyperparam_mutation_rate,hyperparam_sigma,hyperparam_elite_ratio,hyperparam_crossover_rate,Mean_Fitness,Fitness_Std,Mean_GPS,Compile_Time,Mean_Exec_Time
Malthus_BF16,schaffers_f7,50,128,200,0.9,1.0,0.6,0.8,65.97324649810791,2.68010542971034,28803.91774061589,1.3196766200126149,0.006943499901681207
Malthus_BF16,schaffers_f7,50,128,200,0.9,1.0,0.6,0.9,65.97324649810791,2.68010542971034,28981.128579096334,1.3654626989737153,0.0069010424992302435
Malthus_BF16,schaffers_f7,50,128,200,1.0,0.8,0.7,0.9,65.97324649810791,2.68010542971034,28878.882495074107,1.3222315729944967,0.006925475735915825
Malthus_BF16,schaffers_f7,50,128,200,1.0,0.8,0.7,1.0,65.97324649810791,2.68010542971034,28556.729971025634,1.3587471260107122,0.007003603010671214
Malthus_BF16,schaffers_f7,50,128,200,1.0,1.0,0.5,0.5,65.97324649810791,2.68010542971034,28003.135109484323,1.247169925016351,0.007142057459568605
Malthus_BF16,schaffers_f7,50,128,200,1.0,1.0,0.5,0.7,65.97324649810791,2.68010542971034,27983.798196025487,1.2356524789938703,0.007146992649068124
Malthus_BF16,schaffers_f7,50,128,200,1.0,1.0,0.5,0.8,65.97324649810791,2.68010542971034,28025.38842989038,1.22741066099843,0.007136386369820684
Malthus_BF16,schaffers_f7,50,128,200,1.0,1.0,0.5,0.9,65.97324649810791,2.68010542971034,28269.45701399443,1.2221787750022486,0.007074773311032913
Malthus_BF16,schaffers_f7,50,128,200,1.0,0.8,0.3,0.9,65.97324649810791,2.68010542971034,28573.383517530354,1.3691734740277752,0.006999521070974879
Malthus_BF16,schaffers_f7,50,128,200,1.0,0.8,0.3,1.0,65.97324649810791,2.68010542971034,28882.107269897246,1.3364848039927892,0.006924702485557646
